"index","exam_answer_id","username","answer_text","score","reason","synced"
"37","12035","S111","1. 擴展性較好
2. decouple -- 不用知道實際傳遞的對象
3. asynchronous","","",""
"38","12862","S085","非同步: 無須發送者、接收者同時在線
解耦: 不須互相得知身分
多對多: 可同時存在多發送者、多接收者","","",""
"39","13037","S004","1.scalability:加入新的subscriber不影響原本的subscriber和publisher
2.decoupling:subscriber和publisher不需要知道彼此的存在，更彈性也更好維護
3.many-to-many communication:允許多個subscriber溝通","","",""
"40","12448","S011","1. 可以一次發送給所有接收者
2. 需要的連線數量比較少，Point-to-Point需要O(N^2)，Publish/Subscribe只要O(N)
3. ","","",""
"41","12670","S046","1. Decoupling
2. Scalability
3. many-to-many communications","","",""
"42","11863","S005","1. Good Scalability
2. Decouple : the publisher and subscriber don't need to know each other
3. Don't need synchronize","","",""
"43","11681","S014","Pointer
array
","","",""
"44","12629","S107","1. Scalability: subscribers are added without knowing other subscribers' existence.
2. Decoupling: publishers and  subscribers are decoupled.
3. Asynchronous communication: publisher can send message when subscribers are not online.","","",""
"45","13319","S126","1.解耦合
2.擴展性
3.","","",""
"46","11003","S017","Many to many communication : 可以輕鬆時做出多對多的訊息傳輸架構
Scalabity : 增加新的publisher或subscriber不會影響到舊有的publisher或subscriber
Asynchrounous communication : middleware暫存資料的特性允許雙方可以不必同時在線，等訂閱者上線了middleware再把資料傳給訂閱者就可以了
Decouple : publisher和subscriber不必清楚知曉對方的資訊，只需透過middleware來做訊息中轉站就能運作","","",""
"47","11856","S115","Decoupling: Publisher does not need to know info about subscriber
Asynchronous: The Publisher and subscriber do not need to be online on the same time to send messages.
Many to many: Can establish a relationship of many publishers to many subscribers.
","","",""
"48","12605","S089","1. Scalability : 可以增加number of Pub/Sub來擴充
2. 支援多對多
3. 可以非同時","","",""
"49","15171","S009","It can deal with lots of messages at one time
It can send message faster then point-to-point
If a point in point-to-point fail, the whole system will fail. But pub/sub won't.","","",""
"50","13774","S094","1. 支援非同步通訊
2. Publisher/Subscriber 不用知道彼此
3. 可擴充性佳
","","",""
"51","13631","S066","1. 擴展性: 新的Subscriber不會影響舊的Subscriber
2. 解藕性: 發送者和接收者不需要知道彼此的存在
3. 離線性: 接收者不在線時也可使收到訊息","","",""
"52","12726","S041","Scalability: 當新增subscriber時，publisher不必做更動
Decoupling: Publisher 和 Subscriber 不必知道彼此存在
Asynchronous communication: Publisher發布訊息時，不必等Subscriber立刻處裡，Middleware會將訊息儲存或是轉送訊息","","",""
"53","15834","S031","1. 可擴展性 : 可以增加發布者跟訂閱者而不影響到本來的系統。
2. 解耦性：發布者和訂閱者不需要知道彼此就可以進行訊息傳遞。
3. 多對多 : 可以多個發布者對多個訂閱者。","","",""
"54","12682","S116","1.DECOUPLE:訂閱者跟發布者不用互相知道彼此的資訊
2.擴展性很好 因為DECOUPLE的特性 讓這個MODEL可以輕鬆地擴展
3.MANY TO MANY 透過這個MODEL可以實現多對多的傳輸","","",""
"55","13679","S059","1. asynchronous: 當publisher發布event時不需考慮subsribers是否在線,若不在也可等到subsribers online時再收訊息
2. decoupling: publisher與subsribers之間不需要知道對方是誰
3. scalable: 當新的訂閱者訂閱時,不會影響到先前以訂閱的人和publisher 因此這個model是很容易擴展的","","",""
"56","13792","S064","支援非同步通訊
Publish/Subscribe 不須知道彼此
scalibility","","",""
"57","13827","S101","1. 當訂閱者離線時，發佈者依然可以發出訊息。
2. Decoupling: 發佈者與訂閱者並不互相知道對方。
3. 可同時有多的訂閱者和發佈者。","","",""
"58","12851","S103","1. 允許多對多
2. 發送者跟接收者不用同時上線
3. 發送者跟接收者不用互相認識
","","",""
"59","11969","S104","擴充性高：增加新的發佈者跟訂閱者不會影響現有的系統運作
多對多通訊：支援多個發佈者跟多個訂閱者同時進行通訊
非同步通訊：當訂閱者暫時離線時，訊息一樣可以發佈出去，不會阻礙到發佈者操作","","",""
"60","13737","S023","Publisher 與 Subscriber 透過中間的 Broker(Middlewre)傳遞訊息，雙方不須知道彼此存在。四大優點為: 高擴展性(Scalability)、高度解耦(Decoupling)、非同步通訊(Asynchronous)、支援多對多通訊。","","",""
"61","12573","S113","1.Scaling方便，只需透過增減成員即可達到
2.many-to-many，Pub/Sub是多對多的系統
3.decoupling，傳輸端不需要知道接收端的資訊
4.非同步，傳輸端傳資料時接收端不用在線上","","",""
"62","12962","S055","1. many to many
2.具有擴展性 可以增大group的規模
3.decoupled 可以讓sender和receiver不需要同時上線 ","","",""
"63","13342","S119","1.Highly scalable
2.Asynchronous communication
3.Many-to-many communication","","",""
"64","13070","S067","1.不用知道publisher and subscribe彼此是誰
2.不用同時在線
3.在增減member的時候不會影響原本的成員","","",""
"65","14290","S076","Decoupling: Publisher/Subscribers don't need to know about each other's existence
Asynchronous Communication: Publisher can send messages to offline users.
Many-to-Many Communication: Multiple publisher/subscribers can send messages to multiple publisher/subscribers.","","",""
"66","11892","S074","i. Decoupling where publisher don't need prior awareness or relationship with the subscriber.
ii. Dynamic network topology
iii. Scalability","","",""
"67","13613","S063","Good Scalability
Decouple
Publisher and Subscriber do not need to be online at the same time 
many to many communication","","",""
"68","13141","S090","1. Scalability: New subscriber can be added without affecting existing publisher and subscriber.
2. Many-to-many communication: Multiple publishers can communicate with multiple subscriber.
3. Asynchronous communication: The messages can be sent even though the subscriber is not online.","","",""
"69","12021","S100","1. Scalability
2. Many-to-many communication
3. Asynchronous communication.","","",""
"70","12160","S114","1. 雙方不必認識彼此 , publisher 不需要知道subscriber是誰 , vice versa , subscriber 只需要subscribe 自己感興趣的東西即可
2. Scalabilty 較高 ，因為若有其他人想要收到資訊 , 只需要增加一個subscriber 即可
3.  不必同時在線 ","","",""
"71","13790","S038","1 it can use at different os
2 it can easier to manage data stream
3 it is effective","","",""
"72","12530","S047","1. 可以不用知道對方是誰就能傳了
2. 好 scale，如果要建立很多 p2p 連線會很麻煩，但 pub sub 在連線的時候就是都加入就好了不用一對一的慢慢建立
3. async，pub 可以傳完訊息以後就去做其他事情","","",""
"73","14894","S044","1. asynchronous communication
2. many to many communication
3. senders and receivers are decoupled","","",""
"74","12987","S075","no need to connect at the same time
can easily send the massage to many receiver
no need to know the subscriber's info

","","",""
"75","12945","S030","1.可以 多點對多點
2. scabability : 較容易新增節點
3. 相較於 point to point 有更好的抽象化 sub 和 pub 彼此不需要知道彼此","","",""
"76","12624","S106","decouple : publisher and Subscribers don't need to know each other . 
scalibility  : it is easier to scale up since new subscribers can just add in the group , which is easier than point to point. 
assynchronous : publisher  can send the message whenever they want , don't require that subscribers has to be online ,they can receive the message when availble.  
","","",""
"77","13250","S019","1. Scalibility : 增加 Subscriber 時不會影響其他人
2. Decoupling : Publisher 和 Subscriber 不會知道彼此的存在 
3. Asynchronous communication : 透過非同步傳遞，雙方不必同時 online","","",""
"78","12328","S020","(1) Scalability: The pub/sub model is highly scalable, as a new subscriber can be added without affecting the existing subscribers and publishers.
(2) Decoupling: The pub/sub model provides a decoupled communication mechanism, where the subscribers and publishers do not know each other's existence, making the system more flexible and maintainable.
(3) Asynchronous communication: The pub/sub model allows for asynchronous between subscribers and publishers. The messages can be delivered to the receiver even when they are not online.","","",""
"79","15650","S010","can have multiple publishers and multiple subscribers, can publish once and all subscriber can receive.","","",""
"80","13192","S091","訊息傳遞快
簡易使用
節省資源","","",""
"81","12742","S051","Publish and Subscribe don't need to know each others.
Publish and Subscribe don't need to work at the same time.
easy scalability.","","",""
"82","12545","S039","scalibility: 增加新subscriber容易且不會影響其他現有成員
many to many: 支援多個publisher對多個subscriber
publisher和subscriber不須知道彼此的存在","","",""
"83","12946","S018","更高的擴展性，新的subscriber只要加入group即可，不影響其他
Publisher與Subscriber可以不知道彼此的存在也能運作
能實現非同步的訊息傳遞","","",""
"84","12495","S049","1.scaliblity:subscriber的加入不會影響既有系統
2.many to many:可以多個pub和sub做通訊
3.loss coupling:publisher不用知道subscriber","","",""
"85","13160","S053","publisher和subscriber不需要互相知道
可以簡單增加subscriber即可收到訊息
可以非同步傳遞資料
可以多對多傳輸","","",""
"86","13294","S092","1. It is decoupled, which means the publisher and subscriber dont have to run at the same time.
2. It can be many-to-many.
3. The publisher can publish and leave, and it does not need to check whether the subscriber gets the message.","","",""
"87","12342","S125","1.don't need to wait sender or receiver
2.unlikely to deadlock
3.don't need to know the receiver name
","","",""
"88","13166","S050","1. 不須知道對方名字
2. 可多對多通訊
3. 訂閱者可自己決定什麼時候再查看訊息","","",""
"89","12956","S036","1.decoupling
2.高擴增性
3.多對多","","",""
"90","12799","S048","1. 是非同步的model
2. 可以多對多
3. 想要加入新的可以動態加入
4. publisher跟subscriber彼此不需要知道彼此是誰","","",""
"91","13241","S112","1. 可以非同步: 不需要所有Subscriber同時在線
2. scalability較好: 容易擴充，增加Publishr 或 subscriber 並不會造成太大影響
3. 可以multicast: 傳多個節點非常簡單方便迅速","","",""
"92","12841","S006","1. cost effective
2. decouple
3. scalablity
4. m to n system","","",""
"93","13193","S057","1) 可共享資源
2) 可非同步
3) many  to many
4) 使用便利","","",""
"94","15183","S002","1. scalability: easy and allowable to adding members.
2. decouple: no need to know who will receive the messages.
3. asynchronous: doesn't require sender/receiver be both online.","","",""
"95","12950","S007","(a) They can share messages to more than 1 receivers.
(b) They can share messages offline.
(c) They can close the connection if they don't need it and reopen it. (Fewer resources needed)","","",""
"96","12181","S118","Publish/Subscribe middleware model has higher scalability, can be asynchronous, and more decoupling. Higher scalability means that  it is easier for this model to increase message receiver. Asynchronous means that he message receiving between receivers does not affect each other. Decoupling means the Sender and the Receiver does not affect each other.","","",""
"97","16193","S016","1.可擴展性
2.解耦性
3.非同步通訊","","",""
"98","16099","S083","1.解耦合：Publish與Subscribe不需要知道彼此的存在或位置(時間、空間、同止解耦)提升系統彈性。
2.可擴展性：支援一對多、多對多通訊，新增或移除節點不需修改既有程式。
3.彈性/動態訂閱：subscribe可動態加入或離開，並依需求訂閱特定事件或主題。

","","",""
"99","13247","S088","擴展性 : 加入新的subscriber不會影響原本的subscriber、publisher
decoupling : subscriber、publisher不用知道對方身分、存在、狀態、位址
many-to-many communication : 可以多個publishers對應多個subscribers","","",""
"100","14166","S058","1.more scalible.
2.decouping
3.can do many-to-many communication","","",""
"101","13391","S043","開始執行時， server端到client
client","","",""
"102","12150","S060","1.加入減少publisher subscriber對整個系統沒有影響
2.decouple：相互不依賴
3.非同式通訊","","",""
"103","12669","S024","scalabiliy: the number of publisher and subscriber can add and delete easily
decoupling
asynchronous communication: the publisher and subscriber can send and receive message and don't need to be online at same time
many to many communication","","",""
"104","13006","S095","1.many to many communication
2.時間 decoupling
3.擴充性高 channel 的擁有者不需要管有哪些subscriber且subscriber 可以隨時自由地進入或退出channel","","",""
"105","13429","S077","1. it is easily scalable 
2. this can support many to many communication.
3. it is easy to decouple the sender side and receiver side.","","",""
"106","14923","S120","1. 想收到的才會收到","","",""
"107","13623","S073","1.可擴充性:當加入一個subscriber時不用改動原有的subscribe及publish
2.decouling:subscribe跟publish不必知道對方的存在
3.他們之間通訊可以使用不對稱通訊
4.可以多對多通訊","","",""
"108","13072","S069","1.他可以允許多對多的通訊
2.他很容易加大規模在不影響現在使用者的情況下他可以透過增加訂閱者就加大規模
3.decouple:發布者和訂閱著者可以不用互相知道身分
","","",""
"109","13457","S072","1. Decouple: Publisher以及Subscriber不需要知道雙方的詳細資訊與存在，雙方靠著broker進行訊息傳送
2. Scalability: 欲訂閱者可直接加入，不需要修改任何設定。
3. 非同步:  Publisher以及Subscribe不需要同時在線上，當subscriber想接收時，上線也可接受Publisher先前發布的內容(由broker協助).","","",""
"110","12702","S042","1. many to many communication: multiple publishers can communicate with multiple subscribers
2. scalability: new subscribers加入時，不會影響到現有的publishers and subscribers
3. decoupling: publishers and subscribers不用知道彼此的existense","","",""
"111","13246","S071","1.Many-to-Many communication: 支援多對多通訊，可以同時有很多個Publisher跟Subscriber
2.Asynchronous communication: Publisher跟Subscriber不用在線上等對方
3.Decoupling: Publisher跟Subscriber不用知道對方是誰","","",""
"112","12791","S062","1.Scalability: 擴展性較point-to-point comm還要好，可在不影響Pub/Sub溝通時新增Sub
2.Decoupled: Pub和Sub可在彼此不知道對方是誰進行communication
3.Many-to-many: 可以多個Pub和多個Sub進行communication","","",""
"113","13146","S045","1.decoupe:不用知道彼此之間的真實身份
2.非同步：不用同時在線也能發送和收到資訊
3.many to many:publisher可以同時發送資訊給不同subscriber而subcriber也能同時收到不同piblisher發的資訊","","",""
"114","14392","S056","Loose coupling, better scalability and asynchrous communication","","",""
"115","13834","S128","Skip","","",""
"116","15061","S029","1.scalibility
2. many to many communication
3. 比較有效率","","",""
"117","13081","S065","1. 可以多對多通訊
2. decoupling
3. 可以非同步通訊","","",""
"118","13176","S098","decoupling：publishers don't need to know whether subscriber exists or not
asynchronous：publishers can send message when subscribers are not online
many-to-many communication：can have many publishers and subscribers","","",""
