"index","exam_answer_id","username","answer_text","score","reason","synced"
"108","1505","S024","hello hello","1","未說明 done 不會印出",""
"109","6266","S095","hello done","0","誤認 done 會印出",""
"110","1573","S077","hellohello","1","未說明 done 不會印出",""
"111","1655","S120","P0: hello, print:done; P1 hello, print: done","0","誤認兩行程都印 done",""
"112","1572","S073","2","1","僅以數字 2 作答，未說明 done 不會印出",""
"113","1475","S069","hellohello","1","未說明 done 不會印出",""
"114","5055","S072","hello hello","1","未說明 done 不會印出",""
"115","4425","S042","done\n done\n","0","答案完全錯誤，只說 done",""
"116","1518","S071","hellohello","1","未說明 done 不會印出",""
"117","2042","S062","""hellohello"" (print 2 hello)","1","未說明 done 不會印出",""
"118","1746","S045","會print出兩個hello","1","未說明 done 不會印出",""
"119","1763","S056","""hello"" ""hello""","1","未說明 done 不會印出",""
"120","1575","S029","hello hello done","0","誤認 done 會印出",""
"121","5949","S065","print 2個hello，執行execl()變成echo，print done。","0","誤認 execl 後會 print done，核心概念錯誤",""
"122","1729","S025","hellodone","0","誤認 done 會印出",""
"123","1589","S098","hellohello","1","未說明 done 不會印出",""
