question_id,question_order,max_score,exam_answer_id,subject_id,human_score,deepseek-v4-flash,deepseek-v4-pro,flash_pro_abs_diff,flash_abs_error,pro_abs_error,best_abs_error,worst_abs_error,mean_ai_score,mean_ai_abs_error,mean_ai_diff
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,2751,S003,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,2810,S072,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,2862,S089,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,2923,S113,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3039,S094,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3130,S107,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3324,S020,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3335,S042,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3358,S100,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3464,S006,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3486,S015,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3517,S039,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3542,S122,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3558,S063,1.5,0.0,1.0,1.0,1.5,0.5,0.5,1.5,0.5,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3578,S018,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3581,S036,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3582,S077,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3589,S056,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3591,S022,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3615,S087,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3647,S028,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.5,-1.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3700,S109,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3735,S024,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3786,S046,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3799,S069,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.5,-1.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3826,S120,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.5,0.5,-0.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3827,S111,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3832,S093,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3885,S071,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3888,S116,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3915,S030,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3949,S125,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,3977,S049,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4001,S085,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4014,S101,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4053,S119,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4075,S088,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4095,S121,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4116,S027,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4118,S126,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4131,S075,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.5,-1.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4147,S114,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4193,S123,1.5,1.0,1.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,-0.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4211,S044,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4221,S048,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4233,S099,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4237,S065,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4243,S084,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4263,S082,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4306,S035,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4325,S070,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4335,S096,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4342,S102,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4401,S090,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4415,S055,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.5,-1.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4430,S091,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4434,S009,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4440,S073,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.5,-1.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4478,S092,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4521,S023,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4539,S017,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4546,S019,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4577,S117,1.5,0.0,1.0,1.0,1.5,0.5,0.5,1.5,0.5,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4599,S040,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4607,S045,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4654,S059,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4752,S043,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4796,S052,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4805,S098,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4814,S012,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4850,S106,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4855,S047,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,-0.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4868,S013,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4907,S034,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4909,S031,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4918,S008,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,4950,S050,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5005,S033,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5012,S104,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5023,S054,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5047,S026,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5070,S053,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5087,S029,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5102,S051,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,-2.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5107,S115,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5110,S067,1.5,0.0,1.0,1.0,1.5,0.5,0.5,1.5,0.5,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5161,S007,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5184,S112,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5258,S058,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5274,S004,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5309,S080,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5440,S108,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5499,S074,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5501,S086,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5646,S068,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5675,S037,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5759,S105,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5821,S079,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5877,S103,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5922,S062,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,5957,S076,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6127,S078,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.5,1.5,-1.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6261,S083,1.5,0.0,0.0,0.0,1.5,1.5,1.5,1.5,0.0,1.5,-1.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6270,S016,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6359,S060,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,-0.5
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6367,S095,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6389,S002,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6390,S110,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6468,S025,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6537,S057,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,-2.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6565,S021,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,6720,S066,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,1973,S061,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2138,S010,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2225,S072,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2294,S003,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2359,S100,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2405,S094,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2551,S113,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2567,S005,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2615,S115,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2704,S086,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2850,S116,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2866,S124,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,2875,S064,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.5,-0.5
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3125,S089,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3138,S039,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3336,S114,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3433,S107,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3455,S038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3520,S009,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3566,S070,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3698,S017,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3701,S020,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3725,S054,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3883,S073,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3884,S015,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3933,S102,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3958,S063,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3959,S006,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3964,S056,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.5,0.5
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3976,S104,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,3984,S007,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.5,0.5,-0.5
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,4028,S036,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,4034,S091,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,-2.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,4040,S109,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,4044,S042,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,4074,S112,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0
