question_id,question_order,max_score,model_id,exam_answer_id,subject_id,answer_text,ai_score,human_score,diff,abs_diff,squared_diff,prompt_preview
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1471,S003,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1444,S035,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1441,S037,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1488,S096,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1522,S013,6,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1454,S040,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1514,S124,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1581,S121,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1429,S068,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1418,S102,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1604,S034,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,5349,S084,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1623,S079,1,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1419,S122,2,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1440,S086,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1459,S052,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1452,S033,4,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1553,S123,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1455,S027,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1409,S081,2,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1411,S008,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1467,S078,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1413,S087,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1414,S022,4,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,2512,S110,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1417,S082,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1490,S105,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1540,S111,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1507,S085,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1474,S004,5次,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1428,S011,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,2141,S046,4,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,3407,S005,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,2902,S061,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,4696,S014,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1483,S028,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1503,S107,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1432,S126,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1524,S017,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1634,S115,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1461,S089,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1506,S009,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1496,S094,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,2733,S066,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1442,S041,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,2231,S031,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1482,S116,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1781,S059,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1422,S064,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1447,S101,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1542,S103,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1674,S104,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1433,S023,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1408,S113,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1517,S055,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1481,S119,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,2110,S067,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1632,S076,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,2437,S074,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1546,S063,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1451,S090,5 times,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1658,S100,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1502,S114,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1525,S038,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1739,S047,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1565,S044,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1512,S075,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1438,S030,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1646,S106,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,6076,S019,4,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1509,S020,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1412,S010,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1962,S091,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1426,S051,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1420,S039,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1430,S018,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1592,S049,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1588,S053,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1718,S092,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1569,S125,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1584,S021,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1499,S050,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1427,S036,7,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1599,S048,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,2165,S112,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1407,S006,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1598,S026,4,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,4256,S032,2,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1788,S057,4 time,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1721,S002,4,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1469,S007,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1630,S016,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1543,S083,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1576,S088,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1748,S058,4,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1484,S043,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1425,S060,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1435,S024,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,6538,S095,3,0.0,0.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1528,S077,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
7b0b8919-6a25-48de-a6be-753fadfcb0c5,0,2.0,deepseek-v4-flash,1561,S120,5,2.0,2.0,0.0,0.0,0.0,"How many times does the following code print ""hello""? ```c main() { if (fork() == 0) { fork(); printf(""hello\n""); }; pri"
