model_id,model_label,question_id,question_order,max_score,answer_count,mae,rmse,bias_ai_minus_human,median_abs_error,exact_match_rate,within_0_5_rate,within_1_rate,pearson_corr,spearman_corr,prompt_preview
deepseek-v4-pro,DeepSeek V4 Pro,7692d1fe-db5b-4ba5-9e19-21957a3c17d0,14,3.0,111,0.5405405405405406,0.8568746899250989,-0.4864864864864865,0.0,0.5045045045045045,0.6576576576576577,0.8288288288288288,0.829925602605869,0.8575789792592841,Describe the three requirements that a solution to the Critical Section problem must satisfy to be considered correct.
deepseek-v4-flash,DeepSeek V4 Flash,f2b4ceed-f4b7-4acf-bc91-903cc746807f,15,3.0,122,0.36065573770491804,0.5832357451547612,-0.3524590163934426,0.5,0.4918032786885246,0.8688524590163934,0.9344262295081968,0.7973870864907607,0.8799584494486145,Explain the difference between 'Internal Fragmentation' and 'External Fragmentation'. Which one is typically associated 
deepseek-v4-pro,DeepSeek V4 Pro,f2b4ceed-f4b7-4acf-bc91-903cc746807f,15,3.0,122,0.3975409836065574,0.6606628564071584,-0.3975409836065574,0.0,0.5081967213114754,0.8278688524590164,0.9016393442622951,0.8010850142988192,0.8785368304353612,Explain the difference between 'Internal Fragmentation' and 'External Fragmentation'. Which one is typically associated 
deepseek-v4-flash,DeepSeek V4 Flash,16d62b26-dc46-4ebc-94e2-908dc964b6cf,16,3.0,122,0.8401639344262295,1.1726039399558574,-0.8401639344262295,1.0,0.4098360655737705,0.4180327868852459,0.7540983606557377,0.7112268912228727,0.7134794291197543,Compare the 'Many-to-One' and 'One-to-One' multithreading models. Which one allows better utilization of multi-core proc
deepseek-v4-pro,DeepSeek V4 Pro,16d62b26-dc46-4ebc-94e2-908dc964b6cf,16,3.0,122,0.7090163934426229,1.1478775852936898,-0.6926229508196722,0.0,0.5573770491803278,0.5573770491803278,0.7704918032786885,0.6670648731449511,0.6445066411869816,Compare the 'Many-to-One' and 'One-to-One' multithreading models. Which one allows better utilization of multi-core proc
deepseek-v4-flash,DeepSeek V4 Flash,07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,122,0.2827868852459016,0.6637573129478901,-0.2827868852459016,0.0,0.7950819672131147,0.8114754098360656,0.8934426229508197,0.5051049341721525,0.5198581574732476,"What is the 'Aging' technique in priority scheduling, and what specific problem does it solve?"
deepseek-v4-pro,DeepSeek V4 Pro,07975ab9-2b1d-40d4-88f0-9cff7a8c8fb8,17,2.0,122,0.20081967213114754,0.4769266362800914,-0.20081967213114754,0.0,0.7950819672131147,0.8442622950819673,0.9754098360655737,0.5227698223629567,0.5005756969038941,"What is the 'Aging' technique in priority scheduling, and what specific problem does it solve?"
deepseek-v4-flash,DeepSeek V4 Flash,cb495b8c-586a-4245-a4c6-a4e19e5abe38,18,2.0,119,0.5210084033613446,0.7333587976225691,-0.5210084033613446,0.5,0.47058823529411764,0.5210084033613446,0.9747899159663865,0.6249858117275315,0.5602078082476531,What is the primary purpose of the 'Translation Lookaside Buffer' (TLB) in a paging system?
deepseek-v4-pro,DeepSeek V4 Pro,cb495b8c-586a-4245-a4c6-a4e19e5abe38,18,2.0,119,0.7563025210084033,0.9915610305527968,-0.7563025210084033,1.0,0.35294117647058826,0.37815126050420167,0.8571428571428571,0.5152332905497579,0.5312055417121584,What is the primary purpose of the 'Translation Lookaside Buffer' (TLB) in a paging system?
deepseek-v4-flash,DeepSeek V4 Flash,5e40582c-f1e1-45b7-be7c-9e9a2da03c95,19,2.0,122,0.14754098360655737,0.3841106397986879,-0.14754098360655737,0.0,0.8524590163934426,0.8524590163934426,1.0,0.6649766889760111,0.4797131830015647,What is “local replacement” and “global replacement”?
deepseek-v4-pro,DeepSeek V4 Pro,5e40582c-f1e1-45b7-be7c-9e9a2da03c95,19,2.0,122,0.1721311475409836,0.5040817003777639,-0.1721311475409836,0.0,0.8688524590163934,0.8688524590163934,0.9590163934426229,0.5483856001610601,0.4792612628042156,What is “local replacement” and “global replacement”?
deepseek-v4-flash,DeepSeek V4 Flash,ff4ab35b-9b76-41a1-a6ee-36bc56d31462,20,3.0,121,0.09917355371900827,0.4065578140908709,-0.09917355371900827,0.0,0.9256198347107438,0.9256198347107438,0.9834710743801653,0.7761039838361833,0.6526070008828256,What are the parameters of Multilevel Feedback Queue Scheduling? (List at least three)
deepseek-v4-pro,DeepSeek V4 Pro,ff4ab35b-9b76-41a1-a6ee-36bc56d31462,20,3.0,121,0.1322314049586777,0.463547228508435,-0.11570247933884298,0.0,0.9008264462809917,0.9008264462809917,0.9752066115702479,0.718682874207763,0.5236006209058666,What are the parameters of Multilevel Feedback Queue Scheduling? (List at least three)
deepseek-v4-flash,DeepSeek V4 Flash,a838727e-81c8-4834-af4e-f33b520fd1e1,21,2.0,123,0.06504065040650407,0.25503068522533534,-0.032520325203252036,0.0,0.9349593495934959,0.9349593495934959,1.0,0.5527492491342931,0.33562431103976886,What is the difference between a mode switch and a context switch?
deepseek-v4-pro,DeepSeek V4 Pro,a838727e-81c8-4834-af4e-f33b520fd1e1,21,2.0,123,0.2845528455284553,0.48135986234123296,-0.2682926829268293,0.0,0.5528455284552846,0.9186991869918699,0.975609756097561,0.3984100960843915,0.2509199370342383,What is the difference between a mode switch and a context switch?
deepseek-v4-flash,DeepSeek V4 Flash,517790a5-db10-491c-bb92-6bb654e36795,22,2.0,123,0.13821138211382114,0.3492151478847891,0.13821138211382114,0.0,0.8292682926829268,0.8943089430894309,1.0,0.9300236065758076,0.9101588982826953,A system has 32-bit addresses and 2 GB (231) main memory where each page is 1 MB (220). How many entries of a page table
deepseek-v4-pro,DeepSeek V4 Pro,517790a5-db10-491c-bb92-6bb654e36795,22,2.0,123,0.04065040650406504,0.15617376188860607,-0.032520325203252036,0.0,0.926829268292683,0.991869918699187,1.0,0.9840211047129565,0.9787185354691077,A system has 32-bit addresses and 2 GB (231) main memory where each page is 1 MB (220). How many entries of a page table
deepseek-v4-flash,DeepSeek V4 Flash,1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,123,0.4796747967479675,0.735289335230741,-0.44715447154471544,0.0,0.5447154471544715,0.5609756097560976,0.967479674796748,0.49700416099476663,0.3915648568672062,Please briefly describe the Direct Memory Access (DMA)?
deepseek-v4-pro,DeepSeek V4 Pro,1234b7ba-540f-4a21-8d5c-d0a729a315ed,23,2.0,123,0.4878048780487805,0.7185124651678814,-0.43902439024390244,0.0,0.5203252032520326,0.5365853658536586,0.983739837398374,0.4287677662054269,0.33000658789242643,Please briefly describe the Direct Memory Access (DMA)?
deepseek-v4-flash,DeepSeek V4 Flash,166f2724-ea07-47ba-b33e-15b5365b84b0,24,2.0,123,0.16260162601626016,0.42292054645983584,-0.04878048780487805,0.0,0.8455284552845529,0.8455284552845529,0.991869918699187,0.6515639830257467,0.6039675630524189,What is the race condition?
deepseek-v4-pro,DeepSeek V4 Pro,166f2724-ea07-47ba-b33e-15b5365b84b0,24,2.0,123,0.1951219512195122,0.4417261042993862,-0.11382113821138211,0.0,0.8048780487804879,0.8048780487804879,1.0,0.6579129845395069,0.6025917690921286,What is the race condition?
