"index","exam_answer_id","username","answer_text","score","reason","synced"
"41","2072","S011","16480KB","2","答案正確。",""
"42","3040","S046","96KB+16MB","1","有抓到主要容量，但未達精確值。",""
"43","2077","S005","32MB+96KB","0","容量明顯過大，計算錯誤。",""
"44","3511","S061","12*8K = 96KB , 2K*8K = 16MB Max: 96KB+16MB","1","有算出組成，但結果仍是近似值。",""
"45","3862","S014","112KB","0","答案與題目所求不符。",""
"46","2856","S028","16M + 96K","1","有主要概念，但未精確表示結果。",""
"47","2896","S107","96KB + 16MB","1","答案接近，但未算出精確總容量。",""
"48","3175","S126","56","0","答案與題目無關。",""
"49","5215","S017","96KB+16MB","1","有容量概念，但只到近似值。",""
"50","4435","S115","16MB+96KB","1","近似正確，但未達精確值。",""
"51","2558","S089","96KB+16MB","1","有抓到主要部分，但不夠精確。",""
"52","3986","S009","2MB","0","容量明顯不足，計算錯誤。",""
"53","3491","S094","4MB","0","容量尺度明顯錯誤。",""
"54","5548","S066","16MB","1","只寫 16MB，未達精確答案。",""
"55","2440","S041","16MB","1","只寫近似答案，未完整算出 16,480KB。",""
"56","4114","S031","96KB+16MB","1","近似正確，但未給精確值。",""
"57","5263","S116","96kb+16MB","1","有概念但只到近似結果。",""
"58","4085","S059","12*8K+2K*8K=96K+16M","1","有算到組成，但結果仍不精確。",""
"59","6000","S064","4MB","0","答案明顯過小，計算錯誤。",""
"60","3023","S101","16MB+96KB","1","有主要容量概念，但未精確。",""
"61","4734","S103","96KB+16MB","1","有抓到主要容量，但未達精確值。",""
"62","6113","S104","(8KB)/(4B)=2K, direct 12*8KB=96KB, indirect 2K*8KB=16MB, file size = 16MB+96KB","1","有正確拆解，但最後只到近似結果。",""
"63","3031","S023","32MB+96KB","0","容量明顯過大，計算錯誤。",""
"64","3774","S113","(12+2K)*8K bytes","2","等式可對應正確最大檔案大小。",""
"65","3762","S055","12*(8KB)+1*(2KB*8KB) ~= 16MB","1","有概念但使用近似表示，未精確寫出總容量。",""
"66","3390","S119","24K+16M","1","只算出部分容量，未完整正確。",""
"67","4174","S067","16MB+24KB","1","有主要部分，但數值不精確。",""
"68","4916","S076","Maximum file size = (12 + 2K) * 8KB = 96KB + 16MB","1","公式方向對，但結果未完全精確。",""
"69","6450","S074","96KB + 16","0","答案不完整。",""
"70","3058","S063","96KB+16MB","1","近似正確，但未達精確值。",""
"71","3909","S090","(12+2^11)*8KB","2","等式可對應正確最大檔案大小。",""
"72","5950","S100","32GB + 16MB +96KB","0","容量明顯錯誤。",""
"73","4811","S114","12 * 8KB + 2048 * 8KB = 16480 KB ","2","正確算出 16,480KB。",""
"74","2275","S038","approx 16MB, exactly size is 16MB+96KB","1","有近似值與說明，但未精確。",""
"75","3743","S047","16480KB","2","正確答案。",""
"76","3412","S044","(12+2KB)x8KB 大約等於 16MB","1","有近似概念，但未精確計算。",""
"77","3188","S075","16MB+96KB","1","只寫近似結果，未達精確值。",""
"78","2807","S030","96KB + 16MB","1","答案接近，但未寫出正確總容量。",""
"79","4183","S106","aprroximately 16MB  (16MB + 96KB )","1","有近似答案，但非精確值。",""
"80","6339","S019","96KB + 16MB ","1","答案接近，但未精確計算。",""
"81","2793","S020","96KB + 16MB","1","有抓到主要容量，但未達精確值。",""
"82","4169","S010","96KB+16MB","1","只寫近似結果，未精確。",""
"83","3178","S091","96KB+16MB","1","答案接近，但未算出精確總容量。",""
"84","4543","S051","96KB+16MB","1","近似正確，但不是精確值。",""
"85","4272","S039","16MB+96KB","1","有主要概念，但只到近似答案。",""
"86","3161","S018","96KB+16MB","1","有容量概念，但未精確計算。",""
"87","3503","S049","(12+4k)*8k=32mb+96kb","0","公式與容量明顯錯誤。",""
"88","4292","S053","96KB + 16MB","1","答案接近，但未達精確值。",""
"89","3707","S092","16 MB + 96 KB","1","有主要容量，但未精確。",""
"90","2690","S125","12*8KB+2KB*8KB=96KB+16MB","1","有算到組成，但結果未完全精確。",""
"91","6351","S021","96KB+16MB","1","只寫近似答案，未精確。",""
"92","4047","S050","8MB","0","答案明顯不足，計算錯誤。",""
"93","3117","S036","96KB","1","只算 direct blocks，未含 indirect。",""
"94","3353","S048","96KB + 4MB","0","容量明顯錯誤。",""
"95","6742","S112","3*2^15+2^24","2","換算成 bytes 後結果正確。",""
"96","3084","S006","12*8KB+1*2KB*8KB","2","等式可對應正確最大檔案大小。",""
"97","4323","S026","96KB+2^14KB","2","等式正確，對應到總容量 16,480KB。",""
"98","6021","S057","96K + 16G","0","單位與數值皆明顯錯誤。",""
"99","6192","S002","96KB+16MB","1","答案接近，但未精確寫出總容量。",""
"100","6193","S007","352KB (96KB + 32MB)","0","計算結果與題目不符。",""
"101","5391","S016","2^23+80k ","0","計算結果明顯偏小，與題目不符。",""
"102","5356","S083","最大檔案大小=192KB","0","答案明顯不足。",""
"103","3145","S088","96KB+16MB","1","有抓到主要容量，但未達精確值。",""
"104","4089","S058","(12+2K)*8K=16.096MB","1","結果接近，但仍是近似值。",""
"105","3835","S043","96KB+16MB","1","只寫近似答案，未精確計算。",""
"106","2824","S060","12*8k+ 1*2k*8k 約等於 16MB","1","有算到組成，但結果未精確。",""
"107","2777","S024","16MB+96KB","1","答案接近，但不是精確值。",""
"108","6255","S095","96kb + 16mb","1","有主要容量概念，但未精確。",""
"109","3272","S077","96kB+16MB","1","近似正確，但未達精確值。",""
"110","2924","S120","16MB+96KB","1","答案接近，但未完整算出正確結果。",""
"111","4912","S073","16MB","1","只寫 16MB，未達精確答案。",""
"112","3190","S069","(12+2k)*8k=96KB+16MB","1","有容量概念，但未精確。",""
"113","3159","S072","96KB + 16MB","1","答案接近，但未寫出精確總容量。",""
"114","2901","S042","16GB+96KB","0","單位與數值明顯錯誤。",""
"115","3276","S071","(8KB*12)+(1*8KB*2^11) = 96KB+16MB","2","等式可對應正確最大檔案大小。",""
"116","4741","S062","96kB + 16MB","1","有近似值，但未精確。",""
"117","3690","S045","12*8k+2k*8k=96k+16Ｍ","1","有主要容量，但表達仍不精確。",""
"118","2888","S056","Maximum file size = (12 + 4K) * 8K = 33652736 = 32864K","0","公式與數值錯誤。",""
"119","3987","S029","96KB+16MB","1","答案接近，但未達精確值。",""
"120","3794","S065","96KB+16MB","1","近似正確，但不是精確答案。",""
"121","5995","S025","96KB+16MB","1","答案接近，但未精確算出總容量。",""
"122","3556","S098","96KB+16MB","1","只寫近似結果，未達精確值。",""
