experiment_id,exam_key,preset,contest_id,question_id,question_order,question_type,max_score,answer_count,scored_count,blank_score_count,model_id,run_status,terminal_event_type,started_at,ended_at,elapsed_seconds,input_tokens,output_tokens,cost_cents,cost_usd,session_id,run_id,prompt_preview,run_dir,grade_csv_path,rubric_path
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,47cb43c4-ca23-4831-960c-018702c06992,5,essay,3,123,123,0,deepseek-v4-flash,completed,run_completed,2026-05-26T14:28:45Z,2026-05-26T14:52:48Z,1443.000,1037379,113868,18,0.1800,e1f6575a-ec5e-46c3-b4a2-42333d907018,d03d8600-beb2-4973-be48-79a7c40ca2d6,What is the difference between a preemptive scheduler and a non-preemptive scheduler? Provide an example scenario where preemptive scheduling is beneficial.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/47cb43c4-ca23-4831-960c-018702c06992/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/47cb43c4-ca23-4831-960c-018702c06992/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/47cb43c4-ca23-4831-960c-018702c06992/deepseek-v4-flash/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,47cb43c4-ca23-4831-960c-018702c06992,5,essay,3,123,123,0,deepseek-v4-pro,completed,run_completed,2026-05-26T14:34:01Z,2026-05-26T14:40:25Z,384.000,418478,23144,20,0.2000,8732e847-4f0e-4f18-8eb5-5f54326af56a,ae8f719f-ab1d-40e8-93f5-7b74c77b6aa1,What is the difference between a preemptive scheduler and a non-preemptive scheduler? Provide an example scenario where preemptive scheduling is beneficial.,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/47cb43c4-ca23-4831-960c-018702c06992/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/47cb43c4-ca23-4831-960c-018702c06992/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/47cb43c4-ca23-4831-960c-018702c06992/deepseek-v4-pro/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,fe59c063-d7d5-4d1a-8d82-90dd1e67c55b,6,essay,2,118,118,0,deepseek-v4-flash,completed,run_completed,2026-05-26T14:40:25Z,2026-05-26T14:43:16Z,171.000,557982,17624,8,0.0800,74e0b3ff-5bbb-4930-b698-5bdf6c7b676c,fcd89901-3cab-44df-b6b9-c5caec902c50,Explain Belady’s Anomaly in the context of page replacement algorithms. Which replacement algorithm has this anomaly?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/deepseek-v4-flash/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,fe59c063-d7d5-4d1a-8d82-90dd1e67c55b,6,essay,2,118,118,0,deepseek-v4-pro,completed,run_completed,2026-05-26T17:26:51Z,2026-05-26T17:30:16Z,205.000,423819,11671,20,0.2000,6ccbdcfb-ecba-44fd-9375-7eedf14eabd1,f9f24330-e492-4676-b40e-83407c5f6916,Explain Belady’s Anomaly in the context of page replacement algorithms. Which replacement algorithm has this anomaly?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/fe59c063-d7d5-4d1a-8d82-90dd1e67c55b/deepseek-v4-pro/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,essay,3,123,123,0,deepseek-v4-flash,completed,run_completed,2026-05-26T17:26:51Z,2026-05-26T17:32:10Z,319.000,556353,29448,9,0.0900,f3087b7e-38d7-4a45-b9cb-562fd64366c1,340a3da2-effc-4891-8ad7-afaaefe9556f,What is priority inversion? Describe a scenario where busy waiting (spinlock) can lead to it. How can priority inheritance solve this issue?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/deepseek-v4-flash/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c,7,essay,3,123,123,0,deepseek-v4-pro,completed,run_completed,2026-05-26T17:30:16Z,2026-05-26T17:35:36Z,320.000,624360,17082,29,0.2900,e3fa34b6-6d86-41a4-b83b-a012a5bb6364,f1ea19ae-40a3-431b-a530-861733f1e8ae,What is priority inversion? Describe a scenario where busy waiting (spinlock) can lead to it. How can priority inheritance solve this issue?,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/1a14a6d1-4d2f-41fd-ac54-cc63a8de7b3c/deepseek-v4-pro/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,979c5847-2933-4887-b7fd-05f878541734,8,short_answer,2,122,122,0,deepseek-v4-flash,completed,run_completed,2026-05-26T17:32:10Z,2026-05-26T17:34:18Z,128.000,372935,15955,6,0.0600,9d258232-5388-44bb-a752-42c465f60553,8223e0ca-fd53-4526-8eb9-6c690b65f69d,"In a system with a TLB hit ratio of 85%, if TLB access time is 15ns and memory access time is 100ns, calculate the effective memory access time (EAT).",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/979c5847-2933-4887-b7fd-05f878541734/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/979c5847-2933-4887-b7fd-05f878541734/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/979c5847-2933-4887-b7fd-05f878541734/deepseek-v4-flash/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,979c5847-2933-4887-b7fd-05f878541734,8,short_answer,2,122,122,0,deepseek-v4-pro,completed,run_completed,2026-05-26T17:34:18Z,2026-05-26T17:38:21Z,243.000,359079,13041,17,0.1700,f15b8751-cecd-4f4b-9afa-dda3e0c2efa5,bbd3c5d7-94aa-425e-9194-75c77e588b90,"In a system with a TLB hit ratio of 85%, if TLB access time is 15ns and memory access time is 100ns, calculate the effective memory access time (EAT).",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/979c5847-2933-4887-b7fd-05f878541734/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/979c5847-2933-4887-b7fd-05f878541734/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/979c5847-2933-4887-b7fd-05f878541734/deepseek-v4-pro/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,376de8d7-fb33-4f62-be5a-b9044492c283,9,essay,2,122,122,0,deepseek-v4-flash,completed,run_completed,2026-05-26T14:49:32Z,2026-05-26T14:51:51Z,139.000,254505,16689,4,0.0400,5e574e84-c96c-4834-b7c3-b4acb865c4c2,7adb9e0c-2be8-4ec4-8711-c7de6e57b0e3,"Given a disk with 150 tracks (0-149), head at track 80 moving towards increasing numbers. Requests are in tracks of 20, 45, 10, 120, 130, 5, 90. What is the ser",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/376de8d7-fb33-4f62-be5a-b9044492c283/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/376de8d7-fb33-4f62-be5a-b9044492c283/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/376de8d7-fb33-4f62-be5a-b9044492c283/deepseek-v4-flash/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,376de8d7-fb33-4f62-be5a-b9044492c283,9,essay,2,122,122,0,deepseek-v4-pro,completed,run_completed,2026-05-26T14:51:51Z,2026-05-26T14:55:24Z,213.000,663106,9690,30,0.3000,0602d4cb-f317-4ebd-a79b-08cd470ae4cf,9e905048-a723-4363-931e-9a2e3ef6ca61,"Given a disk with 150 tracks (0-149), head at track 80 moving towards increasing numbers. Requests are in tracks of 20, 45, 10, 120, 130, 5, 90. What is the ser",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/376de8d7-fb33-4f62-be5a-b9044492c283/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/376de8d7-fb33-4f62-be5a-b9044492c283/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/376de8d7-fb33-4f62-be5a-b9044492c283/deepseek-v4-pro/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,bcfce196-f980-45ec-9dfb-16ca53c1c6bf,10,essay,6,123,123,0,deepseek-v4-flash,completed,run_completed,2026-05-26T17:35:36Z,2026-05-26T17:38:53Z,197.000,520209,21959,8,0.0800,26666806-3216-40b0-a83b-fbd33bec6a1e,ea12fd5b-7d34-4bfa-85e2-5a13f9a89067,"List three attributes that are shared among threads in the same process, and three that are not shared.",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/bcfce196-f980-45ec-9dfb-16ca53c1c6bf/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/bcfce196-f980-45ec-9dfb-16ca53c1c6bf/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-recovery-20260527-012651/runs/bcfce196-f980-45ec-9dfb-16ca53c1c6bf/deepseek-v4-flash/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,bcfce196-f980-45ec-9dfb-16ca53c1c6bf,10,essay,6,123,123,0,deepseek-v4-pro,completed,run_completed,2026-05-26T14:55:24Z,2026-05-26T15:00:27Z,303.000,734302,14909,34,0.3400,8a8af237-a964-4bc0-b7d3-7842aa2af415,5a44a0ef-167d-4d06-a9b9-aa45a01fae34,"List three attributes that are shared among threads in the same process, and three that are not shared.",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/bcfce196-f980-45ec-9dfb-16ca53c1c6bf/deepseek-v4-pro,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/bcfce196-f980-45ec-9dfb-16ca53c1c6bf/deepseek-v4-pro/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/bcfce196-f980-45ec-9dfb-16ca53c1c6bf/deepseek-v4-pro/rubric.md
exam1-subjective-deepseek-flash-pro-consolidated-20260527-0225,exam1,exam1-subjective,08545ef3-9b1b-40ac-9afc-a751c36d2c4a,4cec7cc1-8e3e-45e3-866e-d800c15fef66,11,essay,3,123,123,0,deepseek-v4-flash,completed,run_completed,2026-05-26T15:00:27Z,2026-05-26T15:03:14Z,167.000,412058,15499,6,0.0600,aef2d743-5a90-4fef-b8bf-d60a0d2a8f41,fbf59390-a11b-4f5a-84b5-e60b0235e0df,"Briefly describe the concepts of ""thread,"" ""process,"" and ""program."" How do they relate?",/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/4cec7cc1-8e3e-45e3-866e-d800c15fef66/deepseek-v4-flash,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/4cec7cc1-8e3e-45e3-866e-d800c15fef66/deepseek-v4-flash/grade.csv,/Users/quan/online_judge-paper-cli/reports/qjudge-paper-experiments/exam1-subjective-deepseek-flash-pro-20260526-221232/runs/4cec7cc1-8e3e-45e3-866e-d800c15fef66/deepseek-v4-flash/rubric.md
