"index","exam_answer_id","username","answer_text","score","reason","synced"
"92","2772","S050","shared: global variables, heap, user ID
not shared: thread ID, program counter, local variables","","",""
"93","2718","S036","shared among threads: group ID 、BSS 、text
not shared among threads: thread ID 、stack、local variable","","",""
"94","3048","S048","shared : BSS segment, user id, group id, signal, text segment
not shared : signal mask, thread id, stack","","",""
"95","6399","S112","shared: memory 
not shared: CPU register, counter, thread ID, variables","","",""
"96","2909","S006","share: text, data, bss
not share: cpu register, program pointer, stack pointer","","",""
"97","3618","S026","Share :heap,pc,data
not share:cp,暫存集,stack","","",""
"98","2520","S032","Shared: 1. file directory; 2. memory space; 3. data
Not shared: 1. stack; 2. thread ID; 3. registers","","",""
"99","5265","S057","Process ID , Stack , Register , PC counter
ID 無法共享，必須各自獨立
Steck  堆疊無法供享
暫存器 與 PC counter 計數器
以上無法共享用","","",""
"100","6091","S002","Shared: variables, static data, memory
Not shared: thread ID, stack pointer, saved CPU register","","",""
"101","6364","S007","Shared:
(a) global variables
(b) mutex / semephors
(c) text / code
(d) shared memories (shm)

Not shared:
(a) stack
(b) process counter / ID
(d) CPU registers","","",""
"102","4628","S016","Shared attributes : 全域變數,記憶體,heap
Not shared attributes : 暫存器, 計數器,stack pointer,thread ID","","",""
"103","4893","S083","執行緒不共享的屬性：
1,計數器。
2,堆疊指標。
3,暫存器。
執行緒共享的屬性：
1,變數
2,檔案
","","",""
"104","2892","S088","shared: data,bss,file
not shared: thread ID,CPU register,stack pointer","","",""
"105","3809","S058","shared: global variable, heap, memory.
not shared: CPU register, stack, thread id.","","",""
"106","3666","S043","shared:memory,CPU,
not shared:thread ID ,PC ,utilization,priority","","",""
"107","2697","S060","no share: thread id; priority; stack 
share: memory; global變量； process id","","",""
"108","2673","S024","share: memory, heap, program text
not shared: stack, priority, thread ID","","",""
"109","6222","S095","shared:memory
not shared:threads id , saved cpu register, stack pointer","","",""
"110","3149","S077","the same: process ID, global variable, file descriptor 
not the same: stack, program counter, CPU register content","","",""
"111","2795","S120","Shared: User/Group ID, Text, file descriptor
Private: Thread ID, Stack Pointer, Stack","","",""
"112","3119","S073","shared:text segment、static data 、global data、BSS segment

not shared:TID、PC、stack pointer","","",""
"113","2843","S069","shared: memory, PCB, heap
not shared: stack, stack pointer, CPU register","","",""
"114","3535","S072","Shared among threads: heap, open file, code and data.
Not shared: Thread ID, stack, program counter, stack pointer.","","",""
"115","2823","S042","share: global variable, local variable, heap
not share: thread ID, saved cpu register, stack pointer","","",""
"116","2977","S071","shared : heap、 data、 Bss
not shared : stack、 stack pointer、 register、 program counter","","",""
"117","4476","S062","shared: code, data, OS sources(opened files)
not shared: Threads ID, program counter, stack pointer","","",""
"118","2973","S045","not share:1.thread id 2.program counter3.stack pointer
share:1.memory space 2. Stack 3. Queue","","",""
"119","2715","S056","Thread ID, Saved CPU Scheduling, Signal Mask, Stack Pointer, Stack (local, temporary, return address), Program Counter","","",""
"120","3652","S029","shared
1.stack 
2.stack pointer
3.全域變數
not shared
1.threads ID
2.區域變數
3.register","","",""
"121","3446","S065","shared：memory, code, global variables
not shared：thread ID, stack, stack pointer","","",""
"122","5711","S025","Shared attributes: global variable, signal, files
Not shared attributes: thread priority, thread ID, stack","","",""
"123","2764","S098","shared: text section(code), heap, variable
not shared: thread_ID, programming counter, stack","","",""
