question_id,question_label,question_order,max_score,model_id,model_label,exam_answer_id,username,answer_text,model_score,model_reason,human_score,human_feedback,subject_id,diff,abs_error,squared_error,exact_match,within_0_5,within_1
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11243,S003,"interrupt message
pop-up thread
message in receiver's buffer",2.0,僅列出三項且第三項不明確,2.0,"Only 2 methods covered (interrupt, pop-up thread). Missing polling and active message.",S003,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12091,S035,"1. interrupt the receiver when the message is arrived.
2. the caller polls to check whether the message is arrived or not.
3. a pop-up thread is created to handle the comming message.
4. let the message be handled at interrupt handler (should be in the trusted environment).",4.0,,4.0,,S035,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12684,S037,"1. poll
2. Interrupt handler
3. pop up thread
4. application message(need  trust source)",4.0,,3.0,"Poll, pop-up thread, interrupt handler covered. Missing interrupt as a distinct notification method.",S037,1.0,1.0,1.0,False,False,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12230,S097,"1. Interrupt receiver with a new message
2. Create a separate thread to notify receive of the message
3. Receiver should poll for new messages
4. ",3.0,缺第四個方法,3.0,"Interrupt, pop-up thread, polling covered. Missing active message / interrupt handler processing.",S097,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,13692,S013,"1. Interrupts
2. Poll
3. Establish Pop-up thread to notify  the receiver that a message has arrived
4. Notify active message",4.0,,4.0,,S013,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12124,S040,"1. receiver process check if message arrive every 1 second (some thing like this)
2. OS interrupt receiver process to tell it
3. OS pop up a thread to handle the message
4. execution the code in received message in interrupt handler of OS",4.0,,4.0,,S040,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11177,S124,"- Interrupt the sender on message reception 
- Use a handler on message reception 
- Create a thread to notify 
- Polling the messages to verify if the sent message's status changed (needs poll() and get_messages())
 ",3.0,中斷方向錯誤（應中斷 receiver），handler 描述模糊,4.0,,S124,-1.0,1.0,1.0,False,False,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12255,S121,"- the receiver is interrupted by the reception
- The receiver thread polls regularly the flag and the buffer for the reception
- A pop-up thread is ran when the message is received
- The reception trigger the Interrupt Handler and execute directly the associated function.",4.0,,4.0,,S121,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,14737,S068,"poll, interrupt, ",2.0,僅列出兩個方法（poll、interrupt）,2.0,Only poll and interrupt listed. Missing pop-up thread and active message.,S068,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11671,S102,"interrupt
polling
pop-up thread 
active message",4.0,,4.0,,S102,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11786,S034,"1. interrupt
2. polling
3. pop-up thread
4. 直接在interrupt handler做掉",4.0,,4.0,,S034,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11255,S084,"1. 用軟體中斷(interrupt)通知訊息到了。
2. 用poll()及get_message()定期檢查訊息到了沒。
3. 當訊息到達時用pop-up thread去處理。
4. 在interrupt handler中處理active message(要在完全信任的環境)。",4.0,,4.0,,S084,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11944,S079,"1. Upon message arrived, interrupt the receiver
2. Constant poll the status of the buffer, and tell receiver if the buffer state change
3. Upon message arrived, use pop-up thread to manage it
4. Directly execute the message with the process code in interrupt handler",4.0,,4.0,,S079,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12648,S122,"polling
回應
動態式 
中斷
",2.0,僅 polling 與中斷為正確方法,2.0,Only interrupt and polling identified. Missing pop-up thread and active message.,S122,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11837,S086,1. interrupt receiver when the message is arrived,1.0,僅列出一種方法（interrupt）,1.0,"Only 1 method identified (interrupt). Missing polling, pop-up thread, active message.",S086,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12167,S052,"1. Interrupt the receiver when a message arrives.
2. Receiver polls the status of the buffer periodically to determine whether a message comes.
3. A pop-up thread handles the arriving message.
4. Process the arriving active message inside the interrupt handler. It can only be done in a trust environment.",4.0,,4.0,,S052,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11869,S033,"1.在收到訊息時中斷
2.使用彈出thread處理接受到的訊息
3.
4.",2.0,僅列出兩項完整方法,2.0,Only interrupt and pop-up thread covered. Missing polling and active message.,S033,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12283,S123,"1. interrupt
2. pop-up thread
3. polling the status of buffer periodically
4.",3.0,缺第四個方法,3.0,"Interrupt, pop-up thread, polling covered. Missing active message / interrupt handler processing.",S123,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11630,S027,"interrupt:自己叫receiver
polling:一直用poll()看，再用get_message()取出
pop up thread:開新的thread處理
active message: interrupt handler 直接處理",4.0,,4.0,,S027,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,14257,S081,"1. crossbar
2. atomic messages
3. node receives the message
4.",0.0,所列方法皆非標準通知機制,0.0,"Answer (crossbar, atomic messages, node receives) does not describe any of the 4 notification methods.",S081,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12128,S008,"1. Interrupt the receiver that a message is arrived.
2. Use a pop up thread to handle the message arrival.
3. Let the receiver periodically polls the status of the the message buffer to check whether a message is arrived.
4. Execute certain code received from the message in the interrupt handler, it can only work in a trusted environment.",4.0,,4.0,,S008,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,13168,S087,"1.interrupt
2.用polling的方式去輪巡查看是否完成",2.0,僅列出兩種方法（interrupt、polling）,2.0,Only interrupt and polling covered. Missing pop-up thread and active message.,S087,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,13671,S022,"1. Check message ID.
2. Check message sender address.
3. Check message receiver address.
4.",0.0,所列方法與通知機制無關,0.0,"Answer (message ID, sender address, receiver address) does not describe any of the 4 notification methods.",S022,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12610,S110,"1. interrupt receiver 
2. receiver periodly check the buffer if there is message
3. process the message in interrupt handler",3.0,缺 pop-up thread 方法,3.0,"Interrupt, polling, active message covered. Missing pop-up thread.",S110,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12119,S082,"1. interrupt
2. poll & retrieve
3. build a additional thread for the message
4. tackle the message in the exception section",3.0,第四項 exception section 非標準描述,4.0,,S082,-1.0,1.0,1.0,False,False,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12250,S105,"{
  ""text"": """"
}",0.0,未作答,0.0,Empty answer.,S105,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11373,S111,"1. Interrupt to alert
2. polling to check
3. pop up thread直接處理
4. 在interrupt handeler中直接處理",4.0,,4.0,,S111,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11690,S085,"直接中斷
接收者輪詢訊息傳送狀態
pop-out thread
active message",4.0,,4.0,,S085,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11766,S004,"1.當訊息抵達時interrupt通知receiver
2.The caller週期性poll buffer狀態，狀態改變就取出訊息
3.建立一個pop-up thread來處理抵達的訊息
4.直接在interrupt handler處理抵達active message",4.0,,4.0,,S004,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11651,S046,"1. Interrupt: 接收到之後中斷
2. polling: 時刻關注buffer
3. pop-up thread: 跳新視窗出來
4. active message: 在中斷程序中去處理",4.0,,4.0,,S046,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11331,S005,"1.polling
2.check periodically
3.interrupt
",2.0,check periodically 與 polling 重複，缺 pop-up thread 與 active message,2.0,Only interrupt and polling identified. Missing pop-up thread and active message.,S005,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11327,S014,"interupt
polling
thread",3.0,缺 active message/interrupt handler 方法,2.0,Only interrupt and polling identified. 'thread' too vague for pop-up thread; missing active message.,S014,1.0,1.0,1.0,False,False,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11754,S107,"1. Interrupt the receiver
2. Caller polls the buffer periodically
3. Pop-up thread
4. Processing the active message in Interrupt handler",4.0,,4.0,,S107,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11796,S126,"1.建立pop-up-thread
2.持續poll buffer狀態，再用get message接收訊息
3.收到message後就中斷reciever
4.",3.0,缺第四個方法,3.0,"Pop-up thread, polling, interrupt covered. Missing active message / interrupt handler processing.",S126,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,13556,S017,"1.Interrupt the receiver when the message arrives
2.The caller polls continously and retrive the message when the status change, it requires poll() and get_message()
3.When the message arrive, a pop-up thread is created to handle it.
4.processing the message inside the interrupt handler, this requires completely trust environment",4.0,,4.0,,S017,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11100,S115,"Poll a buffer until state changes
Interrupt handler in a trusted environment
Interrupt the reciever
Create a seperate thread to deal with the recieve",4.0,,4.0,,S115,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11710,S089,"1. interrupt the receiver
2. Polling the statues
3. pop up thread
4.arriving active massage",4.0,,4.0,,S089,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12017,S094,"1. 直接發送中斷程序給receiver
2. 在中斷程序中執行目前的message
3. 建立一個新的thread來處理message
4. 透過檢查buffer狀態",4.0,,4.0,,S094,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12528,S066,"1. 當message傳到時，中斷傳輸
2. 創建一個新的thread處理
3. 持續關注buffer的狀態
4. ",3.0,缺第四個方法,3.0,"Interrupt, pop-up thread, polling covered. Missing active message / interrupt handler processing.",S066,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11855,S041,"Interrupt:
用中斷提醒receiver訊息已送達
Polling cache state:
每個一段時間定期檢查cache狀態，確認有無訊息送達
Pop-up thread:
當收到訊息時，系統新增一個process來處理該訊息
Active message:
直接執行interrupt handler，執行訊息內的handler code",4.0,,4.0,,S041,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,13905,S031,"1. 接收端中斷
2. 持續poll，直到get_message
3. 接收到訊息後，彈出執行序pop_up thread
4. 資源必須在安全的環境操作",3.0,第四項非通知方法，僅列出三種,3.0,"Interrupt, polling, pop-up thread covered. #4 (safe environment) does not describe active message processing.",S031,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11669,S116,"1.打斷 interrupt
2.poll and get_message()
3.pop out threads
4.在interrupt的時候就直接處理資料 只用在絕對確認安全的sender",4.0,,4.0,,S116,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12159,S059,"1. interrupt: 當訊號送達是會interrupt receiver 讓他暫時不要再接收新訊號
2. polling: caller 會一直去檢查message delivering operation 的狀態(polling the state) 如果有訊息就會retrieve(拿走) 所以會需要polling() and get_message()
3. pop-up threads: 當訊號到達 會隨機出現pop-up threads處理訊號
4. active message: 當acitve message 到達 會在interrupt handler內直接處理，只適用在completely trusted environment",4.0,,4.0,,S059,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12039,S064,"passing pointer
",0.0,passing pointer 非標準通知方法,0.0,Answer ('passing pointer') does not describe any of the 4 notification methods.,S064,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11823,S101,"1. Interrupt: 收到訊息直接中斷接收者原來的工作。
2. Pop-up thread: 產生新的執行緒來執行接收到的訊息。
3. Polling: 定期檢查緩衝區有沒有收到新訊息。
4. Active message: 動態觀察收到的訊息。",4.0,,3.0,"Interrupt, pop-up thread, polling covered. Active message description ('動態觀察') is incorrect; should describe processing in interrupt handler.",S101,1.0,1.0,1.0,False,False,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11583,S103,"1. interrupt receiver when a message comes
2. receiver定期去詢問buffer
3. 用pop-up thread處理
4. 在handler indicator裡把訊息處理掉",4.0,,4.0,,S103,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,14109,S104,"interrupt : 當訊息抵達時，系統會執行硬體或軟體中斷來通知receiver
polling : receiver會定期輪詢(polling)訊息緩衝區的狀態
pop-up thread : 當訊息抵達時，系統會自動建立一個執行緒來處理這個訊息
active message : 由interrupt handler直接處理訊息，適合操作在可靠度高的系統",4.0,,4.0,,S104,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12135,S023,"1. Interrupt
2. Polling
3. Pop-up Thread
4. Active Message",4.0,,4.0,,S023,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11564,S113,"1.interrupt
2.poll
3.pop-up thread
4.active message inside interrupt handler(需要很高信任度)",4.0,,4.0,,S113,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11916,S055,"1.polling
2.interrupt
3.interrupt handler 但僅限極度安全的環境
4.透過pop up thread 處理",4.0,,4.0,,S055,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11810,S119,"1. Interrupt the receiver when the message arrives
2. The caller polls the status of the message buffer periodically and retrieves the massage when the state change.
3.On receiving a message, a pop-up thread is created to handle the message.
4.Process the arriving active message inside the interrupt handler.",4.0,,4.0,,S119,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11915,S067,"1.receiver在收到message後 ,interrupt
2.使用active message,但只能用在完全信任的訊息,直接在O.S.執行
3.當receiver收到後使用pop-up 程式
4.receiver每隔一段時間就去查看訊息到了沒使用poll ",4.0,,4.0,,S067,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12433,S076,"Poll the status of the buffer. It needs poll() and get_message() operations
Create a pop up thread for arriving messages
Interrupt/signal the receiver
Arriving active messages notified in the interrupt handler. This is only possible in a completely trusted environment",4.0,,4.0,,S076,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,16143,S074,"i. Polling (Bus waiting)
ii. Interrupts
iii. Signals/ Callbacks 
iv. Condition variables/Events",2.0,僅 polling 與 interrupts 為正確方法,2.0,Polling and interrupts identified. Signals/callbacks overlaps with interrupt. Missing pop-up thread and active message.,S074,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11984,S063,"interrupt the execution of receiver
poll the status of buffer
use a pop up thread to handle
get arrive active message in interrupt handler",4.0,,4.0,,S063,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11822,S090,"1. Interrupt the receiver when the message arrived.
2. When the message arrives, the pop-up thread is created to handle the message.
3. The receiver keep polling the status of buffer and retrieve messages when the status changes. It needs poll() and get_message() to support.
4. Deal with messages in the interrupt handler. It only works on completely trusted environment.",4.0,,4.0,,S090,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,14259,S100,"1. Interrupt when message arrives
2. Pop-up thread when message arrives.
3. Poll the message buffer periodically.
4. Process the message in interrupt-handler.",4.0,,4.0,,S100,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11377,S114,"1. pop a thread to handle it 
2. interrupt 
3. CPU polling 
4. 一個專門處理的程式 不斷 listening",3.0,第四項 listening 非標準方法,3.0,"Interrupt, polling, pop-up thread covered. #4 (listening) does not describe active message in interrupt handler.",S114,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12732,S038,"1.mailbox notify
2. pop-up notify
3. sound notify
4. money notify",1.0,僅 pop-up thread 為正確方法,1.0,"Only pop-up (notify) vaguely matches. Mailbox, sound, money are not the 4 notification methods.",S038,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11898,S047,"Interrupt：有新訊息的時候發一個 SIGNAL 中斷去讓對方收到訊息
Polling：用輪詢的方式去看到底有沒有新訊息和去讀他
Pop-up thread：用一個 thread 專門來收訊息
Active Message：直接在 interrupt handler 裡面處理 active message 但這個只能在 trusted 的環境做",4.0,,4.0,,S047,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,12562,S044,"1. interrupt the receiver when message is coming
2. use pop-up thread to handle the arriving message
3. use the insider interruption handler to cope with it
4.",3.0,缺 polling 方法,3.0,"Interrupt, pop-up thread, interrupt handler covered. Missing polling.",S044,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11800,S075,"directly send message to receiver
put the message to the cache(mailbox)
put the reminder to the cache(mailbox) that the receiver can check it.",0.0,未列出任何標準通知方法,0.0,"Answer describes basic message delivery (direct send, cache/mailbox) but does not identify any of the 4 notification methods.",S075,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11782,S030,"1. interrupt : 訊息來了透過 Interrupt 通知
2. polling : 透過 輪詢 的方式看訊息到了嗎?
3. pop out a thread 來對訊息做處理
4. 透過 kernel 使用 interrupt handler 來處理",4.0,,4.0,,S030,0.0,0.0,0.0,True,True,True
5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,Q6 List methods,6,4.0,deepseek-v4-flash,DeepSeek V4 Flash,11562,S106,"1. sending interrupt when message arrives 
2.polling periodically to check the status 
3. pop up a thread to handle the arriving message 
4. deal with the arriving message in the interrupt handler  ",4.0,,4.0,,S106,0.0,0.0,0.0,True,True,True
