question_id,question_order,max_score,exam_answer_id,subject_id,human_score,deepseek-v4-flash,deepseek-v4-pro,flash_pro_abs_diff,flash_abs_error,pro_abs_error,mean_ai_score,mean_ai_abs_error,worst_abs_error
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12291,S051,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12297,S042,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12318,S093,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12327,S030,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12352,S062,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12360,S102,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12375,S041,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12377,S099,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12387,S012,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12394,S047,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12406,S015,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12415,S070,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12424,S055,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12435,S103,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12443,S086,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12450,S004,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12481,S112,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12503,S018,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12505,S019,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12526,S108,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12529,S050,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12534,S057,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12542,S065,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12566,S075,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12571,S119,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12577,S053,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12580,S007,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12588,S034,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12600,S095,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12607,S069,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12658,S013,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12665,S067,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12673,S077,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12685,S097,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12703,S071,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12705,S045,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12707,S092,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12735,S088,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12776,S090,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12813,S098,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12830,S091,2.0,1.0,0.0,1.0,1.0,2.0,0.5,1.5,2.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12844,S126,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12865,S039,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12869,S008,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12883,S100,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12894,S079,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12907,S087,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12908,S101,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12937,S072,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12947,S105,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12959,S081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,12973,S023,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13029,S035,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13047,S104,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13063,S073,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13064,S082,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13071,S022,2.0,0.0,1.0,1.0,2.0,1.0,0.5,1.5,2.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13074,S117,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13083,S059,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13086,S094,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13121,S063,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13128,S040,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13213,S110,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13219,S021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13220,S080,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13231,S038,2.0,0.0,1.0,1.0,2.0,1.0,0.5,1.5,2.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13236,S076,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13300,S123,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13324,S056,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13365,S121,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13390,S066,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13471,S052,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13591,S128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13618,S058,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13695,S010,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13775,S029,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13794,S044,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13836,S037,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,13921,S078,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,14057,S036,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,14111,S068,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,14736,S002,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,15101,S009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,15246,S031,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,15254,S107,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,15269,S017,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,15476,S083,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,15727,S054,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,16089,S074,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,16171,S016,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11099,S064,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11236,S021,1.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11295,S124,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11298,S003,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11333,S074,0.5,0.5,1.5,1.0,0.0,1.0,1.0,0.5,1.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11379,S115,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11400,S084,1.5,2.0,1.0,1.0,0.5,0.5,1.5,0.0,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11475,S081,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11483,S005,2.0,2.0,1.5,0.5,0.0,0.5,1.75,0.25,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11575,S111,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11695,S114,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11744,S125,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11813,S060,1.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11876,S106,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11880,S113,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11918,S020,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11935,S049,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11942,S046,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11950,S043,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11972,S027,2.0,2.0,1.5,0.5,0.0,0.5,1.75,0.25,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11974,S089,2.0,2.0,1.5,0.5,0.0,0.5,1.75,0.25,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11976,S051,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,11989,S042,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12002,S024,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12030,S093,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12032,S116,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12043,S006,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12045,S041,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12057,S048,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12061,S102,2.0,2.0,1.5,0.5,0.0,0.5,1.75,0.25,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12072,S010,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12076,S018,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12081,S009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12085,S103,2.0,1.5,1.5,0.0,0.5,0.5,1.5,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12101,S011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12107,S086,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12110,S062,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12114,S077,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12116,S085,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12123,S120,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12169,S034,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12172,S012,2.0,2.0,1.5,0.5,0.0,0.5,1.75,0.25,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12175,S107,2.0,2.0,1.5,0.5,0.0,0.5,1.75,0.25,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12178,S015,2.0,2.0,1.5,0.5,0.0,0.5,1.75,0.25,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12185,S122,1.5,1.0,1.0,0.0,0.5,0.5,1.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12189,S004,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12194,S069,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12196,S070,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12207,S108,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12218,S030,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12225,S057,1.0,0.5,1.0,0.5,0.5,0.0,0.75,0.25,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12228,S007,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12233,S112,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12238,S055,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12247,S078,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12251,S019,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12259,S095,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12262,S075,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12267,S065,1.5,2.0,2.0,0.0,0.5,0.5,2.0,0.5,0.5
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12280,S053,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,12281,S050,2.0,1.5,1.5,0.0,0.5,0.5,1.5,0.5,0.5
