model_id,model_label,question_id,question_order,max_score,answer_count,mae,rmse,bias_ai_minus_human,median_abs_error,exact_match_rate,within_0_5_rate,within_1_rate,pearson_corr,spearman_corr,prompt_preview
deepseek-v4-flash,DeepSeek V4 Flash,df612ec1-2475-4919-9f33-0fc639c9507a,5,2.0,119,0.02100840336134454,0.13750477455423168,0.02100840336134454,0.0,0.9747899159663865,0.9831932773109243,1.0,0.9342098109113542,0.8850426151297308,Compare the number of switches required for a crossbar network versus an Omega network for n CPUs and n memory modules.
deepseek-v4-pro,DeepSeek V4 Pro,df612ec1-2475-4919-9f33-0fc639c9507a,5,2.0,119,0.02100840336134454,0.13750477455423168,0.02100840336134454,0.0,0.9747899159663865,0.9831932773109243,1.0,0.9342098109113542,0.8850426151297308,Compare the number of switches required for a crossbar network versus an Omega network for n CPUs and n memory modules.
deepseek-v4-flash,DeepSeek V4 Flash,5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,6,4.0,116,0.034482758620689655,0.18569533817705186,0.0,0.0,0.9655172413793104,0.9655172413793104,1.0,0.9902477327117201,0.9778540342207039,List four methods to notify a receiver in a non-blocking message passing system that a message has arrived.
deepseek-v4-pro,DeepSeek V4 Pro,5b9d59d3-4c5a-44ff-81ff-932d69c8cf82,6,4.0,116,0.0603448275862069,0.19695964928958384,0.008620689655172414,0.0,0.896551724137931,0.9827586206896551,1.0,0.9887043586628298,0.9626553865370542,List four methods to notify a receiver in a non-blocking message passing system that a message has arrived.
deepseek-v4-flash,DeepSeek V4 Flash,c0681a88-9d0b-4390-a509-4814a70e67fd,7,3.0,117,0.26495726495726496,0.5469417694282447,-0.1794871794871795,0.0,0.7521367521367521,0.7521367521367521,0.9829059829059829,0.8223025524074141,0.7776643550261848,Compare Sender-Initiated (SI-LB) and Receiver-Initiated (RI-LB) Load Balancing algorithms. Which one maintains performan
deepseek-v4-pro,DeepSeek V4 Pro,c0681a88-9d0b-4390-a509-4814a70e67fd,7,3.0,117,0.5726495726495726,0.7567361314550618,-0.5555555555555556,1.0,0.42735042735042733,0.42735042735042733,1.0,0.840112049050596,0.739793371582407,Compare Sender-Initiated (SI-LB) and Receiver-Initiated (RI-LB) Load Balancing algorithms. Which one maintains performan
deepseek-v4-flash,DeepSeek V4 Flash,d8e28def-51f9-4f18-b828-1e458ebf90f2,8,2.0,116,0.03879310344827586,0.2127407358491908,-0.004310344827586207,0.0,0.9655172413793104,0.9655172413793104,0.9913793103448276,0.8779672184048636,0.9110621467141182,"While using the Test-and-Set-Lock (TSL) instruction for mutex locks in MPs may cause system bus contention, please sugge"
deepseek-v4-pro,DeepSeek V4 Pro,d8e28def-51f9-4f18-b828-1e458ebf90f2,8,2.0,116,0.03879310344827586,0.2127407358491908,-0.021551724137931036,0.0,0.9655172413793104,0.9655172413793104,0.9913793103448276,0.8838558191542815,0.9210860189909518,"While using the Test-and-Set-Lock (TSL) instruction for mutex locks in MPs may cause system bus contention, please sugge"
deepseek-v4-flash,DeepSeek V4 Flash,37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,120,0.16666666666666666,0.3535533905932738,0.058333333333333334,0.0,0.725,0.9583333333333334,0.9916666666666667,0.7790952963489449,0.6818550535031299,"In multicasting systems, specify the meaning of 0-reliable and M-out-of-N-reliable semantics."
deepseek-v4-pro,DeepSeek V4 Pro,37861c97-e01d-4371-a51e-bd04e4cfd84d,9,2.0,120,0.2125,0.38459935864047756,0.020833333333333332,0.0,0.6333333333333333,0.9583333333333334,0.9916666666666667,0.7207852784035357,0.5510852460340273,"In multicasting systems, specify the meaning of 0-reliable and M-out-of-N-reliable semantics."
deepseek-v4-flash,DeepSeek V4 Flash,a94192ac-fcd6-4d22-a85f-0650a6e3d742,10,2.0,113,0.47345132743362833,0.7627964388220791,-0.43805309734513276,0.0,0.5575221238938053,0.6548672566371682,0.8672566371681416,0.72163837381862,0.7796427129706034,Explain how a channel-based publish/subscribe system can be implemented using group communication.
deepseek-v4-pro,DeepSeek V4 Pro,a94192ac-fcd6-4d22-a85f-0650a6e3d742,10,2.0,113,0.3584070796460177,0.6362918014851112,-0.27876106194690264,0.0,0.6194690265486725,0.7610619469026548,0.9203539823008849,0.744423711780341,0.7739400741105471,Explain how a channel-based publish/subscribe system can be implemented using group communication.
deepseek-v4-flash,DeepSeek V4 Flash,0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,118,0.635593220338983,0.8182246179526309,-0.635593220338983,1.0,0.3813559322033898,0.3813559322033898,0.9830508474576272,0.49893636960475396,0.43087758550215743,"In an SMP system, under what conditions is it more appropriate to use a spin lock versus a blocking lock?"
deepseek-v4-pro,DeepSeek V4 Pro,0a0d5e7d-9e62-409b-ba1f-fc5a70b32017,11,2.0,118,0.6271186440677966,0.8025383458814721,-0.6101694915254238,1.0,0.3813559322033898,0.3813559322033898,0.9915254237288136,0.42830106987715066,0.34901670663100864,"In an SMP system, under what conditions is it more appropriate to use a spin lock versus a blocking lock?"
deepseek-v4-flash,DeepSeek V4 Flash,f1a002fc-be46-42b5-8f42-958c06c6cd46,12,3.0,119,0.07142857142857142,0.24682862424747085,0.046218487394957986,0.0,0.907563025210084,0.9495798319327731,1.0,0.9507687187164884,0.8224479155702007,What are the three basic architectural approaches for Multiprocessor Operating Systems?
deepseek-v4-pro,DeepSeek V4 Pro,f1a002fc-be46-42b5-8f42-958c06c6cd46,12,3.0,119,0.07142857142857142,0.24682862424747085,0.029411764705882353,0.0,0.907563025210084,0.9495798319327731,1.0,0.9501265287227701,0.8196119527899577,What are the three basic architectural approaches for Multiprocessor Operating Systems?
deepseek-v4-flash,DeepSeek V4 Flash,9ec3f4b7-57c6-41f8-bdc2-abd8b9614be7,13,4.0,119,0.5126050420168067,0.7724238832805371,-0.4117647058823529,0.0,0.5210084033613446,0.5210084033613446,0.9747899159663865,0.7935840804691481,0.6173906182515841,List four common failures that may happen during a Remote Procedure Call (RPC).
deepseek-v4-pro,DeepSeek V4 Pro,9ec3f4b7-57c6-41f8-bdc2-abd8b9614be7,13,4.0,119,0.46218487394957986,0.7276068751089989,-0.3949579831932773,0.0,0.5714285714285714,0.5714285714285714,0.9663865546218487,0.819219426744035,0.6269145971558518,List four common failures that may happen during a Remote Procedure Call (RPC).
deepseek-v4-flash,DeepSeek V4 Flash,a89c0767-a955-4b8d-927f-d01e3d954cc0,14,2.0,118,0.2669491525423729,0.43423417879515,-0.08050847457627118,0.0,0.576271186440678,0.8898305084745762,1.0,0.7608286217395348,0.7378173782006127,Explain the Cache Coherence problem and the basic rules a system must follow when a CPU wants to write a cached word.
deepseek-v4-pro,DeepSeek V4 Pro,a89c0767-a955-4b8d-927f-d01e3d954cc0,14,2.0,118,0.652542372881356,0.8182246179526309,-0.635593220338983,1.0,0.3559322033898305,0.3559322033898305,0.9915254237288136,0.6672000333865991,0.6895425761390735,Explain the Cache Coherence problem and the basic rules a system must follow when a CPU wants to write a cached word.
deepseek-v4-flash,DeepSeek V4 Flash,e74dd4e1-7f62-4da6-b965-e65834bf10fc,15,3.0,118,0.09322033898305085,0.3053200599093529,-0.0423728813559322,0.0,0.9067796610169492,0.9067796610169492,1.0,0.9440567723684197,0.9259960267677988,State three major advantages of the Publish/Subscribe middleware model over Point-to-Point communication.
deepseek-v4-pro,DeepSeek V4 Pro,e74dd4e1-7f62-4da6-b965-e65834bf10fc,15,3.0,118,0.1271186440677966,0.3795626385857405,-0.025423728813559324,0.0,0.8813559322033898,0.8813559322033898,0.9915254237288136,0.9111336604458445,0.8781953107596346,State three major advantages of the Publish/Subscribe middleware model over Point-to-Point communication.
deepseek-v4-flash,DeepSeek V4 Flash,8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,118,0.22033898305084745,0.6175402271944637,-0.22033898305084745,0.0,0.7966101694915254,0.923728813559322,0.9322033898305084,0.724617917974675,0.8530010932907781,Demonstrate how a counting semaphore initialized to N can be implemented using the Linda coordination language.
deepseek-v4-pro,DeepSeek V4 Pro,8edb59fe-821f-4597-a8e4-0bb11146517d,16,3.0,118,0.19491525423728814,0.5125542550860149,-0.19491525423728814,0.0,0.7966101694915254,0.9152542372881356,0.940677966101695,0.800884045843968,0.8789713551795758,Demonstrate how a counting semaphore initialized to N can be implemented using the Linda coordination language.
deepseek-v4-flash,DeepSeek V4 Flash,8bd69984-3cd8-48b1-9da3-4c040620959e,17,4.0,119,0.21008403361344538,0.5423261445466404,-0.21008403361344538,0.0,0.8319327731092437,0.8319327731092437,0.957983193277311,0.7061074702001612,0.4742574862558835,Provide two advantages and two disadvantages of a Master-Slave architecture for multiprocessors.
deepseek-v4-pro,DeepSeek V4 Pro,8bd69984-3cd8-48b1-9da3-4c040620959e,17,4.0,119,0.33613445378151263,0.6981367759853317,-0.33613445378151263,0.0,0.7394957983193278,0.7394957983193278,0.9243697478991597,0.6113752729140246,0.4001687945751459,Provide two advantages and two disadvantages of a Master-Slave architecture for multiprocessors.
deepseek-v4-flash,DeepSeek V4 Flash,e7ffda48-61f1-4aad-8337-1ba266c0c951,18,2.0,116,0.3620689655172414,0.7310832774866962,-0.3620689655172414,0.0,0.7241379310344828,0.7241379310344828,0.9137931034482759,0.41498427654358516,0.3564545018650937,Why are non-blocking operations less prone to deadlock?
deepseek-v4-pro,DeepSeek V4 Pro,e7ffda48-61f1-4aad-8337-1ba266c0c951,18,2.0,116,0.39655172413793105,0.7542980294561158,-0.39655172413793105,0.0,0.6896551724137931,0.6896551724137931,0.9137931034482759,0.40418444277355,0.34502211189594434,Why are non-blocking operations less prone to deadlock?
