question_order,question_label,max_score,exam_answer_id,username,original_score,deepseek-v4-flash,deepseek-v4-pro,pro_minus_flash,flash_minus_baseline,pro_minus_baseline
6,Q6 List methods,4.0,12188,S029,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12190,S098,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12230,S097,3.0,3.0,3.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12250,S105,0.0,0.0,0.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12255,S121,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12283,S123,3.0,3.0,3.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12325,S080,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12346,S128,0.0,0.0,0.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12433,S076,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12475,S058,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12528,S066,3.0,3.0,3.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12556,S056,3.0,3.0,3.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12562,S044,3.0,3.0,3.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12610,S110,3.0,3.0,3.0,0.0,0.0,0.0
6,Q6 List methods,4.0,12648,S122,2.0,2.0,3.0,1.0,0.0,1.0
6,Q6 List methods,4.0,12684,S037,3.0,4.0,3.0,-1.0,1.0,0.0
6,Q6 List methods,4.0,12732,S038,1.0,1.0,0.0,-1.0,0.0,-1.0
6,Q6 List methods,4.0,12787,S109,3.0,3.0,3.0,0.0,0.0,0.0
6,Q6 List methods,4.0,13168,S087,2.0,2.0,2.0,0.0,0.0,0.0
6,Q6 List methods,4.0,13169,S021,0.0,0.0,0.0,0.0,0.0,0.0
6,Q6 List methods,4.0,13321,S039,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,13556,S017,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,13671,S022,0.0,0.0,0.0,0.0,0.0,0.0
6,Q6 List methods,4.0,13692,S013,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,13905,S031,3.0,3.0,3.0,0.0,0.0,0.0
6,Q6 List methods,4.0,13976,S016,0.0,0.0,0.0,0.0,0.0,0.0
6,Q6 List methods,4.0,14015,S002,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,14109,S104,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,14257,S081,0.0,0.0,0.0,0.0,0.0,0.0
6,Q6 List methods,4.0,14259,S100,4.0,4.0,4.0,0.0,0.0,0.0
6,Q6 List methods,4.0,14737,S068,2.0,2.0,2.0,0.0,0.0,0.0
6,Q6 List methods,4.0,15046,S118,1.0,1.0,1.0,0.0,0.0,0.0
6,Q6 List methods,4.0,15675,S062,1.0,1.0,1.0,0.0,0.0,0.0
6,Q6 List methods,4.0,16143,S074,2.0,2.0,2.0,0.0,0.0,0.0
6,Q6 List methods,4.0,16179,S054,0.0,0.0,0.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,11571,S124,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,11693,S074,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,11705,S003,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,11759,S005,2.0,1.0,1.0,0.0,-1.0,-1.0
14,Q14 Explain coherence,2.0,11809,S084,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,11820,S021,0.0,1.0,0.0,-1.0,1.0,0.0
14,Q14 Explain coherence,2.0,11890,S111,1.0,2.0,1.0,-1.0,1.0,0.0
14,Q14 Explain coherence,2.0,11912,S013,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,11920,S109,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,11939,S114,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,11970,S022,2.0,1.0,1.0,0.0,-1.0,-1.0
14,Q14 Explain coherence,2.0,12049,S081,1.0,0.0,1.0,1.0,-1.0,0.0
14,Q14 Explain coherence,2.0,12102,S060,1.0,1.0,0.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12165,S125,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12213,S104,2.0,2.0,2.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12219,S020,2.0,1.0,1.0,0.0,-1.0,-1.0
14,Q14 Explain coherence,2.0,12338,S043,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12364,S049,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12381,S089,0.0,0.0,0.5,0.5,0.0,0.5
14,Q14 Explain coherence,2.0,12430,S113,2.0,1.0,1.0,0.0,-1.0,-1.0
14,Q14 Explain coherence,2.0,12437,S027,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12446,S116,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,12471,S106,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,12501,S024,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12509,S046,1.0,2.0,0.5,-1.5,1.0,-0.5
14,Q14 Explain coherence,2.0,12523,S064,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12535,S118,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,12551,S006,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12553,S087,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12558,S051,1.0,0.0,0.0,0.0,-1.0,-1.0
14,Q14 Explain coherence,2.0,12567,S062,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12569,S107,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12583,S042,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12589,S099,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12595,S102,1.0,1.0,2.0,1.0,0.0,1.0
14,Q14 Explain coherence,2.0,12630,S041,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12638,S070,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12657,S012,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12660,S120,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12687,S085,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12692,S048,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12710,S009,0.0,0.0,0.5,0.5,0.0,0.5
14,Q14 Explain coherence,2.0,12738,S103,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12759,S018,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12762,S004,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12764,S030,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,12767,S055,2.0,1.0,2.0,1.0,-1.0,0.0
14,Q14 Explain coherence,2.0,12771,S007,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12818,S108,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,12823,S034,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12824,S095,2.0,1.0,0.5,-0.5,-1.0,-1.5
14,Q14 Explain coherence,2.0,12832,S015,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,12840,S086,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12843,S036,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12866,S065,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,12873,S075,2.0,1.0,0.5,-0.5,-1.0,-1.5
14,Q14 Explain coherence,2.0,12880,S019,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12913,S050,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12936,S069,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12953,S067,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,12968,S053,2.0,2.0,2.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,12979,S092,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,12981,S098,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,13016,S112,2.0,2.0,2.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13022,S045,1.0,1.0,1.5,0.5,0.0,0.5
14,Q14 Explain coherence,2.0,13024,S097,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,13025,S088,2.0,2.0,2.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13048,S071,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,13055,S078,1.0,0.0,1.0,1.0,-1.0,0.0
14,Q14 Explain coherence,2.0,13062,S115,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,13073,S057,1.0,1.0,0.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,13085,S077,1.0,1.0,0.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,13106,S091,0.0,0.0,0.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13111,S079,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,13130,S119,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,13138,S093,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,13204,S035,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,13265,S105,0.0,0.0,0.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13330,S008,2.0,2.0,2.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13338,S090,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,13346,S094,2.0,2.0,2.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13372,S073,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,13374,S059,2.0,2.0,2.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13412,S072,2.0,1.0,0.5,-0.5,-1.0,-1.5
14,Q14 Explain coherence,2.0,13420,S010,2.0,1.0,0.5,-0.5,-1.0,-1.5
14,Q14 Explain coherence,2.0,13443,S063,1.0,0.0,1.0,1.0,-1.0,0.0
14,Q14 Explain coherence,2.0,13467,S066,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,13493,S040,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13498,S101,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,13521,S023,2.0,1.0,1.0,0.0,-1.0,-1.0
14,Q14 Explain coherence,2.0,13522,S110,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,13562,S126,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13596,S117,2.0,1.0,1.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,13624,S082,2.0,1.0,2.0,1.0,-1.0,0.0
14,Q14 Explain coherence,2.0,13661,S052,2.0,2.0,2.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13669,S056,2.0,2.0,2.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13788,S080,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,13796,S121,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,13804,S128,0.0,0.0,0.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,13927,S076,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,14038,S058,1.0,1.0,0.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,14397,S044,1.0,2.0,1.5,-0.5,1.0,0.5
14,Q14 Explain coherence,2.0,14460,S122,0.0,0.0,0.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,14496,S029,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,14506,S038,1.0,0.0,0.5,0.5,-1.0,-0.5
14,Q14 Explain coherence,2.0,14811,S037,2.0,1.0,0.5,-0.5,-1.0,-1.5
14,Q14 Explain coherence,2.0,14866,S039,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,14988,S054,1.0,2.0,1.5,-0.5,1.0,0.5
14,Q14 Explain coherence,2.0,15012,S002,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,15150,S068,1.0,1.0,1.5,0.5,0.0,0.5
14,Q14 Explain coherence,2.0,15172,S014,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,15432,S100,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,15623,S031,2.0,2.0,1.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,15640,S017,2.0,2.0,1.0,-1.0,0.0,-1.0
14,Q14 Explain coherence,2.0,15949,S123,0.0,0.0,0.5,0.5,0.0,0.5
14,Q14 Explain coherence,2.0,15953,S047,1.0,1.0,0.5,-0.5,0.0,-0.5
14,Q14 Explain coherence,2.0,16040,S083,1.0,1.0,1.0,0.0,0.0,0.0
14,Q14 Explain coherence,2.0,16183,S016,2.0,1.0,0.5,-0.5,-1.0,-1.5
17,Q17 Adv./Disadv.,4.0,11017,S078,3.0,3.0,3.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,11142,S013,4.0,3.0,4.0,1.0,-1.0,0.0
17,Q17 Adv./Disadv.,4.0,11439,S104,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,11444,S109,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,11635,S124,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,11688,S122,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,11699,S100,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,11841,S081,4.0,1.0,2.0,1.0,-3.0,-2.0
17,Q17 Adv./Disadv.,4.0,11854,S014,1.0,1.0,1.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,11895,S003,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,11963,S115,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12001,S084,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12003,S005,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12037,S068,4.0,3.0,4.0,1.0,-1.0,0.0
17,Q17 Adv./Disadv.,4.0,12053,S021,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,12075,S074,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12118,S064,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12187,S111,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12205,S087,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12226,S009,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,12257,S022,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12296,S060,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12326,S039,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12441,S114,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,12486,S043,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12603,S125,4.0,2.5,2.5,0.0,-1.5,-1.5
17,Q17 Adv./Disadv.,4.0,12698,S020,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12709,S118,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12724,S113,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12753,S049,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12794,S107,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12819,S046,4.0,3.0,3.0,0.0,-1.0,-1.0
17,Q17 Adv./Disadv.,4.0,12825,S089,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12837,S027,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12848,S093,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12874,S120,4.0,4.0,3.5,-0.5,0.0,-0.5
17,Q17 Adv./Disadv.,4.0,12878,S024,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12903,S102,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12909,S048,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12920,S106,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12949,S042,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12958,S047,4.0,3.0,4.0,1.0,-1.0,0.0
17,Q17 Adv./Disadv.,4.0,12970,S116,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,12976,S070,4.0,3.0,4.0,1.0,-1.0,0.0
17,Q17 Adv./Disadv.,4.0,12990,S051,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13001,S010,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13002,S041,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13040,S103,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13045,S099,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13057,S062,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13061,S085,2.0,2.0,2.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13096,S086,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13104,S036,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13117,S006,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13127,S055,4.0,3.0,4.0,1.0,-1.0,0.0
17,Q17 Adv./Disadv.,4.0,13155,S030,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13179,S018,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13182,S033,4.0,3.0,3.5,0.5,-1.0,-0.5
17,Q17 Adv./Disadv.,4.0,13190,S034,4.0,4.0,4.0,0.0,0.0,0.0
17,Q17 Adv./Disadv.,4.0,13207,S108,4.0,4.0,4.0,0.0,0.0,0.0
